date_key,occurred_at,offense_name,grid_x,grid_y,lat,lon,severity,weapon_used,arrested
2024-06-01,2024-06-01 15:14:00,Burglary,6,4,12.929175425997759,77.51996018679228,4,False,True
2024-06-01,2024-06-01 05:52:00,Theft,5,3,12.925672514839192,77.51447790081656,1,False,False
2024-06-01,2024-06-01 10:31:00,Assault,0,2,12.900972124007097,77.51059366767082,2,False,False
2024-06-02,2024-06-02 06:31:00,Burglary,5,0,12.925818512963751,77.50007326859095,4,False,False
2024-06-02,2024-06-02 02:33:00,Theft,4,4,12.92008141125839,77.5197807745486,2,False,False
2024-06-02,2024-06-02 22:49:00,Burglary,7,5,12.936012157801299,77.52544748736699,1,True,False
2024-06-02,2024-06-02 16:40:00,Assault,6,5,12.929822470037765,77.52402838483549,2,False,False
2024-06-02,2024-06-02 18:35:00,Theft,6,5,12.930456955136455,77.5253002010045,3,False,False
2024-06-02,2024-06-02 13:40:00,Burglary,3,0,12.914325301476369,77.49998916036157,3,False,False
2024-06-02,2024-06-02 12:57:00,Robbery,5,3,12.924613450830162,77.51625918941063,4,False,False
2024-06-02,2024-06-02 11:57:00,Assault,9,1,12.94491568645965,77.50642466337037,1,False,False
2024-06-02,2024-06-02 21:02:00,Vandalism,5,4,12.92618123227978,77.52110407308331,3,False,False
2024-06-02,2024-06-02 18:54:00,Burglary,6,7,12.929437042006374,77.53488636917858,2,False,False
2024-06-02,2024-06-02 13:16:00,Burglary,4,5,12.920299424044462,77.5249305241783,1,False,True
2024-06-02,2024-06-02 09:10:00,Theft,4,6,12.919879664116431,77.5307964388683,4,False,False
2024-06-02,2024-06-02 11:00:00,Assault,6,3,12.929406384206754,77.51395627568336,5,False,False
2024-06-02,2024-06-02 12:27:00,Theft,4,5,12.920139126433325,77.5258715493675,1,False,False
2024-06-02,2024-06-02 15:54:00,Burglary,9,2,12.944500903843192,77.50957060916781,5,False,True
2024-06-02,2024-06-02 03:42:00,Burglary,5,6,12.92505420285821,77.53032009157972,4,False,False
2024-06-02,2024-06-02 09:59:00,Theft,4,5,12.920221255322076,77.52447942917013,5,True,False
2024-06-02,2024-06-02 13:17:00,Theft,3,6,12.915770372423292,77.53024609660436,2,False,True
2024-06-02,2024-06-02 16:13:00,Burglary,8,6,12.941306745225841,77.52908292368559,1,False,False
2024-06-02,2024-06-02 04:12:00,Theft,9,1,12.94527248001528,77.50614814523935,1,False,False
2024-06-02,2024-06-02 18:40:00,Vandalism,4,4,12.92063192006403,77.51968685958664,3,False,False
2024-06-02,2024-06-02 11:20:00,Robbery,6,4,12.930699867550615,77.51827441548424,1,False,False
2024-06-02,2024-06-02 16:09:00,Theft,5,0,12.925002225896739,77.50129634371608,3,False,False
2024-06-02,2024-06-02 15:33:00,Vandalism,7,8,12.933695461306069,77.54013677677726,5,False,False
2024-06-02,2024-06-02 14:22:00,Assault,5,6,12.925733302772926,77.52987220268771,4,False,True
2024-06-02,2024-06-02 02:33:00,Vandalism,6,4,12.930312321875133,77.51911196951592,4,False,False
2024-06-02,2024-06-02 15:48:00,Theft,8,5,12.939153088520483,77.52505053236744,2,False,False
2024-06-02,2024-06-02 21:35:00,Theft,3,4,12.91434190286761,77.51987972646194,1,False,False
2024-06-02,2024-06-02 20:21:00,Assault,5,2,12.926060215240831,77.51033761052857,5,False,False
2024-06-02,2024-06-02 17:49:00,Burglary,4,7,12.920554159460796,77.53536603410896,1,False,False
2024-06-02,2024-06-02 17:43:00,Theft,6,3,12.929716713886842,77.515362830267,2,False,True
2024-06-02,2024-06-02 03:56:00,Burglary,6,5,12.930251506795244,77.52499833296207,3,False,False
2024-06-02,2024-06-02 05:59:00,Theft,4,5,12.920311968468823,77.52596325441512,1,False,False
2024-06-02,2024-06-02 11:07:00,Vandalism,6,4,12.928850266591406,77.51902220976234,5,False,True
2024-06-02,2024-06-02 16:37:00,Assault,7,6,12.936351709598156,77.53069646097265,4,False,False
2024-06-02,2024-06-02 09:33:00,Assault,3,1,12.913439105220121,77.50449685688704,4,False,False
2024-06-02,2024-06-02 16:29:00,Burglary,8,6,12.941266772020306,77.5297545756857,1,False,False
2024-06-02,2024-06-02 11:53:00,Theft,6,8,12.930970478159983,77.54011337353091,5,True,False
2024-06-02,2024-06-02 15:51:00,Theft,2,6,12.909143524529412,77.52928820311857,1,False,False
2024-06-02,2024-06-02 11:25:00,Burglary,8,5,12.940310862883624,77.52699439961395,3,False,False
2024-06-02,2024-06-02 22:37:00,Assault,9,7,12.944649130234994,77.53593304219778,2,False,False
2024-06-02,2024-06-02 21:34:00,Theft,7,6,12.935429207874856,77.52928122561457,4,False,False
2024-06-02,2024-06-02 11:30:00,Vandalism,6,7,12.931971902108685,77.53475988777248,1,False,False
2024-06-02,2024-06-02 19:20:00,Burglary,5,4,12.925045319939919,77.52042375420348,1,False,True
2024-06-02,2024-06-02 23:31:00,Assault,4,5,12.920432090169346,77.52397400110311,2,False,False
2024-06-02,2024-06-02 17:49:00,Burglary,1,6,12.905118933965763,77.5297303312231,2,False,False
2024-06-02,2024-06-02 23:32:00,Robbery,3,2,12.91512845918484,77.51000243681612,3,False,False
2024-06-02,2024-06-02 20:36:00,Theft,4,5,12.919897194015315,77.52579149555064,4,False,False
2024-06-02,2024-06-02 08:54:00,Assault,5,7,12.924538791679419,77.53292716616627,5,False,False
2024-06-02,2024-06-02 00:49:00,Robbery,6,3,12.929044448193595,77.51541027489047,5,False,True
2024-06-02,2024-06-02 01:54:00,Burglary,4,4,12.919688322714514,77.52044306666542,3,False,False
2024-06-02,2024-06-02 17:40:00,Theft,5,7,12.92523315993857,77.53441545442895,2,False,False
2024-06-02,2024-06-02 22:20:00,Theft,2,4,12.909985320783276,77.52104942712016,2,True,False
2024-06-02,2024-06-02 12:00:00,Assault,3,7,12.91451652874275,77.53493934608335,5,False,False
2024-06-02,2024-06-02 00:20:00,Theft,6,6,12.929384707821246,77.52818249126686,3,True,False
2024-06-02,2024-06-02 23:29:00,Vandalism,8,6,12.939361632417807,77.52988421547897,3,False,True
2024-06-02,2024-06-02 15:48:00,Vandalism,6,3,12.929310893038114,77.51429563042814,1,False,True
2024-06-02,2024-06-02 02:39:00,Vandalism,5,7,12.924970578955444,77.53418782927749,2,False,False
2024-06-02,2024-06-02 22:54:00,Theft,5,3,12.924809173242526,77.51437678892557,2,False,False
2024-06-02,2024-06-02 15:45:00,Assault,3,4,12.914030034176921,77.52090838801308,4,True,True
2024-06-02,2024-06-02 21:45:00,Robbery,5,6,12.925530305014934,77.53093877908599,5,False,False
2024-06-02,2024-06-02 07:20:00,Theft,9,8,12.945650151540516,77.54046232841104,5,False,True
2024-06-02,2024-06-02 08:02:00,Assault,7,6,12.935452407716506,77.52859138979268,3,False,False
2024-06-02,2024-06-02 17:43:00,Vandalism,6,6,12.92983278139417,77.52931958363664,2,False,False
2024-06-02,2024-06-02 19:12:00,Robbery,5,6,12.926311152661876,77.5321000690717,3,False,False
2024-06-02,2024-06-02 20:10:00,Theft,7,0,12.935507392914447,77.50038022847146,1,False,False
2024-06-02,2024-06-02 14:34:00,Assault,2,4,12.910315129578589,77.51929997967387,4,False,False
2024-06-02,2024-06-02 00:54:00,Burglary,1,3,12.905023237417906,77.5158602513115,4,False,True
2024-06-02,2024-06-02 18:59:00,Burglary,3,6,12.914994365760862,77.5310499268974,2,False,False
2024-06-02,2024-06-02 02:47:00,Burglary,4,6,12.919276388248809,77.52975752564448,5,False,False
2024-06-02,2024-06-02 18:59:00,Robbery,4,1,12.919296759291859,77.50456805243236,4,False,False
2024-06-02,2024-06-02 17:15:00,Assault,3,6,12.915243024247593,77.52889864676749,4,False,False
2024-06-02,2024-06-02 23:50:00,Burglary,6,5,12.930826371157721,77.52484404383327,5,False,False
2024-06-02,2024-06-02 20:38:00,Robbery,6,5,12.929780617314355,77.52420054979389,5,False,False
2024-06-02,2024-06-02 22:34:00,Assault,0,4,12.90070906415685,77.51944587075373,2,False,False
2024-06-02,2024-06-02 23:42:00,Assault,5,7,12.925081315430152,77.5340951788868,4,False,False
2024-06-02,2024-06-02 12:06:00,Assault,7,1,12.935927832996232,77.50469846861967,3,False,False
2024-06-02,2024-06-02 19:23:00,Theft,5,9,12.923984248010342,77.54414122585781,5,False,True
2024-06-02,2024-06-02 22:06:00,Vandalism,3,1,12.915375998608612,77.5065317698448,5,False,False
2024-06-02,2024-06-02 23:05:00,Robbery,4,5,12.919810686251575,77.52592023242474,1,False,True
2024-06-02,2024-06-02 06:23:00,Theft,3,2,12.914758200259264,77.51017880888507,3,False,False
2024-06-02,2024-06-02 11:45:00,Vandalism,6,5,12.930286099407459,77.52433014473654,5,False,False
2024-06-02,2024-06-02 07:24:00,Robbery,8,5,12.939785225383766,77.52444244820394,4,False,True
2024-06-02,2024-06-02 10:04:00,Assault,6,4,12.928535385241284,77.52016052144316,1,False,True
2024-06-02,2024-06-02 19:11:00,Theft,6,6,12.930304062966753,77.52910510453245,2,False,False
2024-06-02,2024-06-02 11:36:00,Vandalism,3,5,12.915625439449052,77.52545414940076,4,False,True
2024-06-02,2024-06-02 10:15:00,Theft,8,7,12.939992730740219,77.53524249836927,1,False,False
2024-06-02,2024-06-02 05:26:00,Theft,4,9,12.919517262160992,77.54522165020035,2,False,True
2024-06-02,2024-06-02 00:51:00,Theft,3,4,12.915221367235125,77.52058571245078,3,False,False
2024-06-02,2024-06-02 10:25:00,Robbery,7,7,12.934808854320664,77.53470654047055,2,False,True
2024-06-02,2024-06-02 06:16:00,Assault,5,6,12.924917581438883,77.53098010587854,1,False,False
2024-06-02,2024-06-02 23:46:00,Theft,2,6,12.910226630297236,77.52979287602103,2,False,True
2024-06-02,2024-06-02 09:14:00,Theft,4,6,12.920822946088556,77.52894660092254,4,False,True
2024-06-02,2024-06-02 22:05:00,Vandalism,6,6,12.930538058960963,77.53151990554792,5,False,False
2024-06-02,2024-06-02 04:58:00,Assault,5,7,12.924571737451238,77.53492757337415,3,False,False
2024-06-02,2024-06-02 18:18:00,Vandalism,4,7,12.92071093020284,77.53457859565387,3,False,False
2024-06-02,2024-06-02 10:08:00,Vandalism,2,6,12.90998446431529,77.52975745617374,5,True,False
2024-06-02,2024-06-02 10:07:00,Theft,4,4,12.919714318104154,77.52063550673438,1,True,False
2024-06-02,2024-06-02 11:10:00,Vandalism,5,5,12.924412969620972,77.52502885071318,1,False,False
2024-06-02,2024-06-02 20:33:00,Theft,2,2,12.910151665293279,77.51080083687405,5,True,False
2024-06-02,2024-06-02 15:21:00,Assault,4,5,12.921289822606392,77.52605193156288,1,False,True
2024-06-02,2024-06-02 16:02:00,Theft,3,5,12.915339387407771,77.5251146713341,4,False,False
2024-06-02,2024-06-02 16:05:00,Theft,5,6,12.924823844298395,77.52834571621885,1,True,True
2024-06-02,2024-06-02 08:48:00,Theft,4,3,12.91975263273836,77.51439827487553,5,False,False
2024-06-02,2024-06-02 20:40:00,Theft,5,4,12.92510570937707,77.5210644936284,1,False,True
2024-06-02,2024-06-02 21:44:00,Theft,1,6,12.903897839381507,77.5285136063667,3,False,False
2024-06-02,2024-06-02 12:57:00,Vandalism,6,5,12.930550290661749,77.52533573241809,1,False,False
2024-06-02,2024-06-02 00:29:00,Theft,7,1,12.935470343794188,77.50586847494112,4,False,True
2024-06-02,2024-06-02 03:38:00,Theft,5,7,12.92642566265445,77.53414785225273,4,True,False
2024-06-02,2024-06-02 17:27:00,Vandalism,5,5,12.92536130616132,77.52414008075417,3,False,False
2024-06-02,2024-06-02 18:34:00,Theft,7,9,12.934331236736336,77.54491769836473,2,True,False
2024-06-02,2024-06-02 12:27:00,Vandalism,7,3,12.935838353649402,77.51473168342179,1,False,False
2024-06-02,2024-06-02 12:02:00,Burglary,5,7,12.923544553657068,77.5344454505382,4,False,False
2024-06-02,2024-06-02 16:27:00,Assault,5,6,12.924115436265211,77.52982806317577,1,False,False
2024-06-02,2024-06-02 21:46:00,Assault,3,1,12.91487951526445,77.50442899691498,4,False,True
2024-06-02,2024-06-02 10:30:00,Theft,5,4,12.924352317184063,77.52033924883557,4,False,False
2024-06-02,2024-06-02 14:42:00,Burglary,5,8,12.924121483617576,77.53971055092862,4,True,True
2024-06-02,2024-06-02 00:59:00,Theft,5,4,12.92555756352361,77.51973294440819,5,False,False
2024-06-02,2024-06-02 16:21:00,Theft,9,4,12.94404485999488,77.52011435447581,4,True,False
2024-06-02,2024-06-02 15:44:00,Theft,6,7,12.928990836133076,77.53430796861892,3,False,False
2024-06-02,2024-06-02 23:10:00,Theft,4,5,12.920504845214417,77.52447673599215,5,False,False
2024-06-02,2024-06-02 18:27:00,Assault,4,6,12.920364048911152,77.53060861819974,3,False,False
2024-06-02,2024-06-02 22:53:00,Burglary,5,5,12.924710589544931,77.52522409711118,5,False,True
2024-06-02,2024-06-02 19:43:00,Robbery,7,8,12.935900840200619,77.53995888502114,1,False,False
2024-06-02,2024-06-02 16:49:00,Assault,4,3,12.920429113097828,77.51524555016589,3,False,False
2024-06-02,2024-06-02 13:07:00,Assault,5,5,12.924844073375718,77.5259070160775,5,False,False
2024-06-02,2024-06-02 20:30:00,Vandalism,1,7,12.905708367167122,77.53563130722011,3,True,False
2024-06-02,2024-06-02 22:23:00,Burglary,7,5,12.935169312782007,77.52638072621629,5,False,False
2024-06-02,2024-06-02 19:00:00,Vandalism,3,9,12.915144466565287,77.54511619097343,3,False,False
2024-06-02,2024-06-02 18:34:00,Burglary,4,6,12.921687555675714,77.53062768025475,4,False,True
2024-06-02,2024-06-02 16:41:00,Theft,0,2,12.899890842029317,77.50870573287555,2,True,False
2024-06-02,2024-06-02 06:13:00,Theft,6,3,12.929624581276196,77.51444181297336,2,False,False
2024-06-02,2024-06-02 00:18:00,Theft,7,5,12.934316261644023,77.52526802970021,5,True,True
2024-06-02,2024-06-02 21:49:00,Assault,5,5,12.925674698097726,77.5254475592608,4,False,False
2024-06-02,2024-06-02 20:33:00,Theft,5,3,12.925268190949657,77.51424200629202,2,False,True
2024-06-02,2024-06-02 01:21:00,Theft,4,0,12.91973768422679,77.50012415254709,2,False,False
2024-06-02,2024-06-02 20:42:00,Burglary,4,6,12.920582947837774,77.52960944240222,5,False,False
2024-06-02,2024-06-02 10:50:00,Theft,7,5,12.93521228987952,77.52453379307391,1,False,False
2024-06-02,2024-06-02 14:42:00,Assault,6,6,12.930153205551035,77.53005469650346,2,True,False
2024-06-02,2024-06-02 19:36:00,Vandalism,6,4,12.929888442979454,77.51963984858811,5,False,False
2024-06-02,2024-06-02 22:40:00,Assault,5,5,12.925988097457559,77.52474392641525,2,False,False
2024-06-02,2024-06-02 20:44:00,Robbery,6,5,12.929406395091474,77.52466562919693,1,False,False
2024-06-02,2024-06-02 17:00:00,Theft,4,6,12.9197371052194,77.53048254994486,5,False,False
2024-06-02,2024-06-02 11:12:00,Burglary,2,5,12.908779744727813,77.52409294752394,4,True,False
2024-06-02,2024-06-02 00:28:00,Burglary,5,5,12.925430449376146,77.5249666553581,1,False,False
